go_id	name	namespace	tax_id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide
GO:0000015	phosphopyruvate hydratase complex	cellular_component	137	Spirochaetaceae	family	12.31834401525729	11.345689715831023	NA	NA	NA	NA	15.903306515978446	14.93065221655218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000015	phosphopyruvate hydratase complex	cellular_component	481	Neisseriaceae	family	16.54871197635153	10.06785183466329	NA	NA	NA	NA	NA	NA	17.18851193588283	12.981672821047184	NA	NA	NA	NA	NA	NA	NA	NA	19.93302250870917	12.226151685099792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	3.0	1.0	NA	NA	NA	NA	NA	NA
GO:0000015	phosphopyruvate hydratase complex	cellular_component	712	Pasteurellaceae	family	23.65657036952564	21.087875955108323	22.402984847285307	14.740458921980022	NA	NA	22.255036270287693	13.07764633199006	23.278550647014498	21.11917948288916	24.02012235519246	23.129205453505254	24.51574164260417	16.004430301600564	23.395410529982172	17.142402462590443	23.68318758591839	NA	NA	NA	24.79641487134159	16.163151465565473	23.932674425511827	NA	24.702334431769614	23.835979340390153	3.0	1.0	NA	NA	2.0	1.0	6.0	5.0	3.0	3.0	3.0	2.0	5.0	4.0	3.0	NA	NA	NA	5.0	2.0	4.0	NA	3.0	3.0
GO:0000015	phosphopyruvate hydratase complex	cellular_component	1300	Streptococcaceae	family	23.049346203123942	24.6058717661885	21.40339428023099	23.416006659765507	25.97077591444374	26.46791738440726	22.900135533595133	25.33863647970051	21.00251998619309	24.139231675182597	18.387678518536006	23.09523322274087	20.21015936040712	23.928346838619667	22.518329979543545	24.38319323041912	21.20972172003632	24.921212490951902	20.500748152390784	23.89703685003818	23.25349403011855	24.754949722502335	20.738004257591058	22.129701555571362	21.24156359118693	23.777318021846884	6.0	5.0	18.0	17.0	3.0	7.0	6.0	8.0	2.0	4.0	5.0	6.0	4.0	5.0	4.0	11.0	4.0	5.0	18.0	19.0	4.0	6.0	6.0	9.0
GO:0000015	phosphopyruvate hydratase complex	cellular_component	2049	Actinomycetaceae	family	18.702629613449503	15.89804753204707	NA	NA	NA	NA	NA	NA	18.32103634484962	NA	16.71077175656409	19.36421056848361	18.805682813722125	15.82185174866966	NA	NA	22.011070815667967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	2.0	2.0	2.0	1.0	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000015	phosphopyruvate hydratase complex	cellular_component	31977	Veillonellaceae	family	21.699703564225512	21.72426362576076	19.97198689831954	14.011677886476939	NA	NA	21.749690539808434	22.200596103695382	21.633268728001855	23.27639525309964	20.839757017121833	22.090729212529553	21.5407482575317	20.13794165725569	21.80614459742412	20.695220020821456	22.898089646671025	22.16503456568415	21.427546428197697	21.10142584691838	22.152355064323192	20.59010934999533	22.247422827576656	20.307506359330684	21.99996748298256	23.169146492276987	2.0	1.0	NA	NA	7.0	12.0	11.0	12.0	4.0	4.0	2.0	2.0	7.0	8.0	9.0	12.0	6.0	7.0	9.0	8.0	7.0	5.0	8.0	10.0
GO:0000015	phosphopyruvate hydratase complex	cellular_component	33958	Lactobacillaceae	family	17.175243445405755	21.563694054136135	16.22164467698721	17.530939819027374	18.62897191976926	17.605942438165737	18.114573948582198	19.476572577076254	15.772523945605828	NA	NA	NA	15.572542771003786	20.879915836535304	17.78116856374853	19.178135878844845	16.173483913960403	18.35592269900592	18.417030825441405	19.390208451096534	NA	24.90762538516404	13.731097426490477	19.714866870300813	17.890044847955224	17.599755372748923	1.0	1.0	2.0	1.0	2.0	2.0	1.0	NA	NA	NA	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	NA	1.0	1.0	3.0	1.0	1.0
GO:0000015	phosphopyruvate hydratase complex	cellular_component	72294	Campylobacteraceae	family	15.650115472736404	17.271463018175883	NA	NA	NA	NA	NA	18.490349908810835	15.96954487492148	19.024622892675044	NA	NA	NA	NA	NA	NA	19.076670492437668	19.927128215458477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0000015	phosphopyruvate hydratase complex	cellular_component	90964	Staphylococcaceae	family	15.626693037622356	17.64229028791387	NA	NA	18.33375039072219	20.40212272750136	NA	18.97459406318788	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.465616146474613	16.083279330239645	17.04317916085142	17.661551478865178	18.512109659589157	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA
GO:0000015	phosphopyruvate hydratase complex	cellular_component	171551	Porphyromonadaceae	family	11.73182973826462	NA	NA	NA	NA	NA	NA	NA	15.316792238985776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
