go_id	name	namespace	tax_id	taxon_name	rank	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide
GO:0000049	tRNA binding	molecular_function	29465	Veillonella	genus	21.710377422895426	23.995750153580012	21.239299755651967	24.820149471159507	22.259171304824033	22.488754943177618	21.41650971500965	23.80698958629725	3.0	3.0	3.0	3.0	3.0	3.0
GO:0000104	succinate dehydrogenase activity	molecular_function	29465	Veillonella	genus	23.35189784661736	24.952957880526125	23.737965921844268	25.343418785222287	23.027951104450928	22.934051009336123	23.190715199996237	25.481472018299627	2.0	2.0	2.0	2.0	2.0	2.0
GO:0000287	magnesium ion binding	molecular_function	1301	Streptococcus	genus	22.268734122166858	24.599483588724127	20.957677407280453	23.797543591654385	22.16430099926468	25.84524241743195	23.00581864684114	20.414799121812013	3.0	6.0	4.0	6.0	5.0	3.0
GO:0000287	magnesium ion binding	molecular_function	29465	Veillonella	genus	20.762430539523645	21.994403038677525	21.177845493009478	22.97652903780106	20.924844667612753	19.795620659318732	19.892463808178285	21.684693826037112	4.0	4.0	3.0	3.0	4.0	3.0
GO:0000287	magnesium ion binding	molecular_function	117563	Granulicatella	genus	19.943200151487023	19.700559885942088	17.83465439723366	19.277334595251727	20.686166763587533	20.122343624626946	20.073479503621147	19.57186998544707	1.0	2.0	3.0	3.0	3.0	3.0
GO:0000921	septin ring assembly	biological_process	1301	Streptococcus	genus	18.02699150836616	21.073767997126073	0.0	20.286801101508644	18.169159316360687	21.211417536228325	18.9502836433382	21.474663702069517	0.0	2.0	2.0	2.0	2.0	2.0
GO:0003676	nucleic acid binding	molecular_function	29465	Veillonella	genus	21.4352954819857	23.83540827811173	20.11504222502536	24.312973522726693	22.345987975896936	22.803925581884986	20.96053793284525	23.99684591125921	3.0	4.0	4.0	4.0	3.0	4.0
GO:0003677	DNA binding	molecular_function	1301	Streptococcus	genus	21.93766782544598	23.591590367476677	20.82614769113597	22.462481684538922	22.076832401116476	24.36355393737885	22.45964988674495	23.331800549256673	7.0	12.0	8.0	12.0	12.0	12.0
GO:0003677	DNA binding	molecular_function	29465	Veillonella	genus	21.49715453919611	23.39409892466157	21.167889451135572	23.487426070019325	21.927105234033373	22.28143273081637	21.274303847658146	23.950634980218396	10.0	8.0	9.0	10.0	9.0	9.0
GO:0003677	DNA binding	molecular_function	117563	Granulicatella	genus	19.905952685907668	17.548276524652536	17.914029193724307	16.220535515596097	20.82027374420069	15.734027686585755	19.69491330256577	18.7606940735562	1.0	1.0	2.0	1.0	2.0	2.0
GO:0003700	DNA-binding transcription factor activity	molecular_function	1301	Streptococcus	genus	19.07628886577101	20.182129879278406	0.0	18.812366957297733	19.20105438458261	20.90195524557818	20.00961183812256	20.132318324707708	0.0	3.0	1.0	3.0	3.0	3.0
GO:0003700	DNA-binding transcription factor activity	molecular_function	29465	Veillonella	genus	18.133265516148494	20.08373949322156	18.261421602909067	19.388556517724602	18.163492599266945	19.018283011890183	17.958532051093897	21.013187817295712	3.0	2.0	2.0	2.0	2.0	3.0
GO:0003723	RNA binding	molecular_function	1301	Streptococcus	genus	16.847951044497474	20.457060723187574	17.095868168540154	21.21028871464853	15.941391525760665	20.062036557192503	17.203026878987483	19.60492316518751	2.0	2.0	2.0	2.0	1.0	1.0
GO:0003735	structural constituent of ribosome	molecular_function	1301	Streptococcus	genus	23.517956719853462	24.94771527122097	23.44071576896803	24.581861774237215	23.240335863067468	25.569240755937404	23.81330481483457	24.402921190904177	6.0	9.0	8.0	9.0	6.0	8.0
GO:0003735	structural constituent of ribosome	molecular_function	29465	Veillonella	genus	23.77167563460333	25.68917734253975	23.35408381513836	26.010340277263413	24.363146152575105	24.56913131508925	23.34610641155161	26.057200982986302	10.0	12.0	9.0	12.0	10.0	12.0
GO:0003735	structural constituent of ribosome	molecular_function	117563	Granulicatella	genus	22.137948567005328	21.55608332482239	20.28958003177037	21.068628273290635	22.798535973552603	21.8830464145959	22.3289649453782	21.60201221803824	4.0	6.0	8.0	8.0	8.0	6.0
GO:0003746	translation elongation factor activity	molecular_function	1301	Streptococcus	genus	21.688344257826486	22.73887950350277	22.419616954411115	21.665856640836548	19.634755752927155	23.97517241947289	21.824552574872932	20.171874124673952	1.0	2.0	2.0	2.0	1.0	2.0
GO:0003746	translation elongation factor activity	molecular_function	29465	Veillonella	genus	23.044278259080397	24.480820963106602	22.742213362949663	24.714295766734814	23.518524147684012	24.052169710148014	22.72184052315393	24.593695581033245	5.0	8.0	7.0	7.0	7.0	8.0
